Brand,Model,Year,Status,Mileage,Dealer,Price
Chevrolet,Tahoe,2023,New,,Koons Chevrolet of White Marsh,79500
GMC,Sierra,2023,New,,Hertrich Chevrolet Buick GMC of Easton,86640
Volvo,V90,2024,New,,Koons Volvo Cars White Marsh,61000
Volvo,V90,2024,New,,Koons Volvo Cars White Marsh,67000
Volkswagen,Atlas,2024,New,,Faulkner Volkswagen,45950
Cadillac,Escalade,2021,Used,10902,Faulkner Nissan Mechanicsburg,94900
Nissan,Z,2023,Certified,820,Faulkner Nissan Mechanicsburg,58000
Nissan,Z,2023,Certified,4821,Faulkner Nissan Mechanicsburg,57500
Toyota,Prius,2017,Used,77482,LUV Toyota of Bradford,18645
Hyundai,Ioniq,2023,New,,Freysinger Hyundai,39749
Toyota,Tundra,2010,Used,151377,I-Deal Cars LLC CampHill,14990
Mazda,CX-9,2024,New,,Heritage Mazda Bel Air,59720
Mitsubishi,Outlander,2023,New,,York Mitsubishi,49755
Ford,F-350,2023,New,,Preston Ford Lincoln Hyundai Nissan,95770
Genesis,G80,2024,New,,Preston Ford Lincoln Hyundai Nissan,
Hyundai,Sonata,2023,New,,Preston Ford Lincoln Hyundai Nissan,31810
Chevrolet,Silverado,2015,Used,69253,Preston Ford Lincoln Hyundai Nissan,47990
Jeep,Wrangler,2023,New,,Hertrich Ford Chrysler Dodge Jeep RAM of Pocomoke,63990
Jeep,Wrangler,2023,New,,Hertrich Ford Chrysler Dodge Jeep RAM of Pocomoke,62500
Jeep,Wrangler,2023,New,,Hertrich Ford Chrysler Dodge Jeep RAM of Pocomoke,62870
Honda,CR-V,2024,New,,Heritage Honda Bel Air,40130
Dodge,Durango,2023,New,,Ourisman Chrysler Dodge Jeep Ram 40,38280
Dodge,Durango,2023,New,,Ourisman Chrysler Dodge Jeep Ram 40,85930
RAM,1500,2023,New,,Ourisman Chrysler Dodge Jeep Ram 40,48621
Dodge,Challenger,2023,New,,Ourisman Chrysler Dodge Jeep Ram 40,29786
Dodge,Durango,2023,New,,Ourisman Chrysler Dodge Jeep Ram 40,57425
Toyota,4Runner,2023,New,,Toyota of York,53959
Dodge,Challenger,2023,New,,Thornton Chrysler Dodge Jeep Ram,93329
Ford,F-350,2023,New,,Beshore And Koller Inc,66855
Ford,F-250,2023,New,,Beshore And Koller Inc,59155
Ford,F-350,2023,New,,Beshore And Koller Inc,73325
Ford,F-350,2023,New,,Beshore And Koller Inc,61475
Ford,F-150,2023,New,,Beshore And Koller Inc,82570
Chevrolet,Silverado,2024,New,,"Bishop Chevrolet, Inc.",79031
Chevrolet,Silverado,2023,New,,Turner Chevrolet,72051
Chevrolet,Suburban,2023,New,,Turner Chevrolet,73820
Chevrolet,Tahoe,2023,New,,Turner Chevrolet,86345
Chevrolet,Silverado,2024,New,,Turner Chevrolet,68400
Chevrolet,Suburban,2023,New,,Turner Chevrolet,82125
Chevrolet,Silverado,2023,New,,Turner Chevrolet,70091
Chevrolet,Trax,2024,New,,Turner Chevrolet,26540
Acura,MDX,2020,Used,21073,Faulkner Honda,33341
Lexus,ES,2020,Used,30655,Faulkner Honda,31987
Subaru,Ascent,2023,New,,Faulkner Subaru of Harrisburg,50340
Nissan,Leaf S,2023,New,,Faulkner Nissan of Harrisburg,36998
Ford,Maverick,2023,New,,Ford of Hibbing,34540
Nissan,Rogue,2013,Used,155199,Hybrid & Gas Automotive Inc,7495
Nissan,Maxima,2012,Used,133036,Hybrid & Gas Automotive Inc,9495
Ford,Bronco,2023,New,,Hoffman Ford,118000
Ford,F-350,2022,New,,Hoffman Ford,54905
Ford,Expedition,2021,Used,27819,Hoffman Ford,66995
Ford,F-250,2022,New,,Hoffman Ford,47755
Ford,Maverick,2023,New,,Hoffman Ford,45065
Toyota,Highlander,2024,New,,Heritage Toyota CDJR of Harrisburg,57217
Jeep,Wrangler,2023,New,,Adams Jeep of Maryland,44220
Chevrolet,Silverado,2023,New,,Bill MacIntyre Chevrolet,76025
Nissan,Versa,2007,Used,177370,Car Logic of Wrightsville,5950
Ford,Maverick,2022,Certified,5859,Preston Ford of Aberdeen,28735
Honda,CR-V,2024,New,,Honda of Bemidji,
Honda,Pilot,2023,New,,Honda of Bemidji,
Chevrolet,Silverado,2023,New,,i.g. Burton Chevrolet of Seaford,76570
Chevrolet,Silverado,2024,New,,i.g. Burton Chevrolet of Seaford,77945
Chevrolet,Trax,2024,New,,i.g. Burton Chevrolet of Seaford,26975
Chevrolet,Silverado,2023,New,,Adams Chevrolet,61205
Saturn,Sky,2007,Used,25633,Torgerson Auto Center,15543
RAM,1500,2022,New,,Providence Autos,46348
Jeep,Wrangler,2023,New,,Providence Autos,71780
Jeep,Wrangler,2023,New,,Providence Autos,50428
Chevrolet,Silverado,2024,New,,Cappellino Chevrolet,63635
Chevrolet,Silverado,2024,New,,Cappellino Chevrolet,64865
Lexus,NX,2020,Used,52709,Cappellino Chevrolet,31000
Chevrolet,Silverado,2023,New,,Cappellino Chevrolet,61860
RAM,1500,2024,New,,Towne Chrysler Dodge Jeep Ram,49615
Mercedes,GLS 450,2024,New,,Mercedes-Benz of Lancaster,97805
Subaru,Ascent,2019,Used,104156,"Lancaster County Motors, Inc.",22282
Kia,Sorento,2023,New,,"Lancaster County Motors, Inc.",44260
Toyota,RAV4,2020,Used,6099,"Lancaster County Motors, Inc.",31616
Honda,Pilot,2014,Used,70545,"Lancaster County Motors, Inc.",20497
Ford,Expedition,2024,New,,Susquehanna Ford,
Ford,F-350,2023,New,,Susquehanna Ford,66707
Ford,Mustang,2024,New,,Susquehanna Ford,
Ford,F-350,2023,New,,Susquehanna Ford,
Ford,F-150,2023,New,,Susquehanna Ford,71365
Ford,F-350,2023,New,,Susquehanna Ford,
Toyota,bZ4X,2023,New,,West Herr Toyota of Orchard Park,46624
Toyota,Tacoma,2023,New,,West Herr Toyota of Orchard Park,42811
Nissan,Pathfinder,2022,Used,18111,Boulevard Ford Lincoln,35450
Chevrolet,Colorado,2023,New,,i.g. Burton CDJRF Chevrolet of Berlin,40870
Jeep,Wrangler,2023,New,,i.g. Burton CDJRF Chevrolet of Berlin,43343
Chevrolet,Silverado,2024,New,,i.g. Burton CDJRF Chevrolet of Berlin,69973
Ford,F-150,2023,New,,Ourisman Tri State Ford,67539
Ford,Explorer,2023,New,,Ourisman Tri State Ford,55560
Ford,F-250,2006,Used,89166,Truck Village,23487
Toyota,Tacoma,2020,Used,37784,Truck Village,43996
Dodge,Durango,2023,New,,Moyer Chrysler Dodge Jeep RAM,109885
Dodge,Durango,2023,New,,Moyer Chrysler Dodge Jeep RAM,61935
Nissan,Leaf S,2023,New,,Moyer Nissan of Lebanon,29860
Mazda,CX-9,2020,Used,35957,West Herr Jeep,28437
Volkswagen,Atlas,2023,New,,Autohaus Lebanon,42992
Ford,F-150,2020,Used,37719,Towne Auto Group Southwestern Blvd,33837
Ford,Expedition,2023,New,,Towne Auto Group Southwestern Blvd,71130
Ford,Mustang,2016,Used,43751,Towne Auto Group Southwestern Blvd,30443
Ford,Bronco,2023,New,,Blaise Alexander Ford,102440
Nissan,Titan,2021,Used,42641,W & L Nissan,40964
Chevrolet,Trailblazer,2023,New,,Fairfield Chevrolet Cadillac,27535
RAM,2500,2023,New,,Blaise Alexander Chrysler Dodge Jeep Ram of Lewisburg,71545
Chevrolet,Silverado,2024,New,,John Sauder Chevrolet of Ephrata,63175
Porsche,Boxster,2005,Used,53862,Sterling Motorcar,21750
BMW,X5,2024,New,,i.g. Burton Imports,102845
BMW,M4,2024,New,,i.g. Burton Imports,94775
Chrysler,Pacifica,2023,New,,i.g. Burton Chrysler Dodge Jeep Ram of Milford,55805
Jeep,Wrangler,2022,New,,i.g. Burton Chrysler Dodge Jeep Ram of Milford,46819
Dodge,Challenger,2021,Used,3602,W & L Mazda,48168
Mitsubishi,Outlander,2023,New,,Apple Auto Mitsubishi,46865
Ford,Expedition,2023,New,,Hertrich Ford of Elkton,85930
Ford,Bronco,2023,New,,Hertrich Ford of Elkton,48905
Ford,Mustang,2024,New,,Hertrich Ford of Elkton,54205
Ford,Mustang,2024,New,,Hertrich Ford of Elkton,42735
Ford,F-150,2023,New,,Hertrich Ford of Elkton,39515
Ford,F-350,2023,New,,Hertrich Ford of Elkton,69990
Ford,F-350,2023,New,,Hertrich Ford of Elkton,73990
GMC,Sierra,2024,New,,West Herr Buick GMC Cadillac of East Aurora,92580
Toyota,Corolla,2014,Used,142305,W & L Subaru,12982
Volkswagen,Golf,2016,Used,72855,W & L Subaru,26852
Toyota,Prius,2017,Used,87183,W & L Subaru,21853
Ford,F-150,2016,Used,84109,W & L Subaru,27693
Infiniti,Q5,2022,Used,13934,W & L Subaru,38964
RAM,3500,2021,Used,43171,W & L Subaru,59864
Subaru,WRX,2021,Certified,12109,W & L Subaru,47892
Audi,S5,2014,Used,48106,Transitowne Dodge Chrysler Jeep RAM of West Seneca,26995
Mazda,CX-30,2020,Used,19125,Transitowne Kia,23018
Audi,Q5,2021,Used,60955,Transitowne Kia,26196
Volvo,XC40,2022,Used,41485,Transitowne Kia,30459
Ford,F-150,2020,Used,7582,Intellicar,45600
Chevrolet,Silverado,2024,New,,John Sauder Chevrolet,67327
Chevrolet,Monte Carlo,2005,Used,25420,Joe Basil Chevrolet,19905
Chevrolet,Corvette,1985,Used,59408,Joe Basil Chevrolet,15989
Chevrolet,Corvette,1986,Used,37277,Joe Basil Chevrolet,19486
Jeep,Wrangler,2020,Used,5781,Joe Basil Chevrolet,32990
Chevrolet,Monte Carlo,2000,Used,117880,Joe Basil Chevrolet,8990
Buick,Riviera,1984,Used,51543,Joe Basil Chevrolet,14994
Chevrolet,Blazer,2001,Used,23157,Joe Basil Chevrolet,28991
Chevrolet,Corvette,2000,Used,37577,Joe Basil Chevrolet,22989
Ford,Mustang,1989,Used,34961,Joe Basil Chevrolet,24789
Pontiac,GT,2004,Used,18866,Joe Basil Chevrolet,32749
Chevrolet,Corvette,2000,Used,35419,Joe Basil Chevrolet,24909
Chevrolet,1500,1990,Used,8149,Joe Basil Chevrolet,58976
Cadillac,XT4,2019,Certified,30447,Cappellino Cadillac,29500
Subaru,Legacy,2017,Used,45957,Cappellino Cadillac,20000
Cadillac,XT5,2018,Used,63148,Cappellino Cadillac,23000
Mercedes,GLA,2021,Used,17574,Cappellino Cadillac,34000
GMC,Sierra,2024,New,,Turner Buick GMC,58555
Ford,Explorer,2023,New,,West Herr Ford of Amherst,62055
Jeep,Wrangler,2024,New,,i.g. Burton Chrysler Dodge Jeep Ram of Newark,56570
Dodge,Charger,2023,New,,i.g. Burton Chrysler Dodge Jeep Ram of Newark,55175
Dodge,Charger,2023,New,,i.g. Burton Chrysler Dodge Jeep Ram of Newark,44638
Kia,GT,2023,New,,Martin Kia,59395
Ford,Edge,2024,New,,Karl Malone Ford Park City,52655
Ford,Bronco,2023,New,,Karl Malone Ford Park City,120000
Ford,Maverick,2023,New,,Karl Malone Ford Park City,40250
Ford,Bronco,2023,New,,Karl Malone Ford Park City,67645
Ford,Bronco,2023,New,,Karl Malone Ford Park City,41105
Ford,Maverick,2023,New,,Karl Malone Ford Park City,37665
Ford,Bronco,2023,New,,Karl Malone Ford Park City,98750
Chevrolet,Tahoe,2023,New,,Karl Malone Chevrolet of Park City,89015
Genesis,GV80,2021,Used,20736,Cappellino Buick GMC,52200
Chevrolet,LS,2013,Used,82569,Cappellino Buick GMC,19000
GMC,Sierra,2020,Used,33018,Cappellino Buick GMC,49000
GMC,Yukon,2020,Used,65730,Cappellino Buick GMC,48000
Subaru,WRX,2023,New,,Blaise Alexander Subaru of Muncy,36786
Ford,F-150,2022,Used,11088,Blaise Alexander Subaru of Muncy,48988
Subaru,WRX,2023,New,,Blaise Alexander Subaru of Muncy,32546
Acura,RDX,2022,Certified,29284,Hertrich Acura,41698
Ford,Bronco,2023,New,,Sheridan Ford,83155
RAM,1500,2022,New,,Kaiser Bros. Chrysler Dodge Jeep Ram of Danville,75945
RAM,1500,2022,New,,Kaiser Bros. Chrysler Dodge Jeep Ram of Muncy,75370
Mazda,CX-5,2023,New,,Nucar Mazda of New Castle,39230
Chevrolet,Tahoe,2023,New,,Heinrich Chevrolet,77230
Kia,Carnival,2024,New,,Kia of Coatesville,41020
Kia,EV6,2023,New,,Kia of Coatesville,56095
Ford,F-150,2023,New,,Brian Hoskins Ford,86585
Toyota,Sienna,2023,New,,Del Toyota,49329
Toyota,Sienna,2023,New,,Del Toyota,46255
Hyundai,Ioniq,2023,New,,Seidel Hyundai,55260
Hyundai,Ioniq,2023,New,,Seidel Hyundai,52750
Honda,Ridgeline,2011,Used,155171,Larry H. Miller Ford Draper,13999
Ford,Expedition,2014,Certified,126401,Larry H. Miller Ford Draper,13431
Chevrolet,Silverado,2020,Used,97780,Larry H. Miller Ford Draper,53359
Jeep,Wrangler,2023,New,,Larry H. Miller Chrysler Jeep Dodge Ram Sandy,63651
Hyundai,Ioniq,2023,New,,Ken Garff Hyundai Southtowne,57650
Hyundai,Ioniq,2023,New,,Ken Garff Hyundai Southtowne,58080
Hyundai,Ioniq,2023,New,,Ken Garff Hyundai Southtowne,57650
Hyundai,Kona,2024,New,,Ken Garff Hyundai Southtowne,32435
Acura,MDX,2008,Used,217730,Ken Garff Hyundai Southtowne,5943
Volkswagen,Atlas,2023,New,,Volkswagen SouthTowne,47191
Volkswagen,Atlas,2024,New,,Volkswagen SouthTowne,51446
Volkswagen,Atlas,2023,New,,Volkswagen SouthTowne,47191
Volkswagen,Atlas,2023,New,,Volkswagen SouthTowne,47616
Volkswagen,Atlas,2023,New,,Volkswagen SouthTowne,46416
Volkswagen,Atlas,2024,New,,Volkswagen SouthTowne,40371
Ford,F-150,2023,New,,Tom Masano Ford Lincoln,47320
Ford,F-150,2023,New,,Tom Masano Ford Lincoln,60845
Ford,F-150,2023,New,,Tom Masano Ford Lincoln,46900
Lexus,RX,2023,New,,Koons Lexus of Wilmington,66195
Lexus,IS,2023,New,,Koons Lexus of Wilmington,50805
Jeep,Grand Cherokee,2023,New,,Bob Weaver Chevrolet Buick GMC,49030
GMC,Yukon,2023,New,,Bob Weaver Chevrolet Buick GMC,73640
GMC,Yukon,2023,New,,Bob Weaver Chevrolet Buick GMC,73890
GMC,Yukon,2023,New,,Bob Weaver Chevrolet Buick GMC,87740
Chevrolet,Bolt,2023,New,,Diver Chevrolet,38485
Chevrolet,Colorado,2023,New,,Diver Chevrolet,44525
Chevrolet,Colorado,2023,New,,Diver Chevrolet,46880
Chevrolet,Colorado,2023,New,,Diver Chevrolet,46420
BMW,530i,2023,New,,Union Park Honda BMW Buick GMC Volvo Cars Jaguar,62190
Volvo,XC90,2023,New,,Union Park Honda BMW Buick GMC Volvo Cars Jaguar,74795
Subaru,WRX,2023,New,,"Delaware Cadillac, Subaru, Kia",39852
Kia,GT,2023,New,,"Delaware Cadillac, Subaru, Kia",58345
Cadillac,LYRIQ,2024,New,,"Delaware Cadillac, Subaru, Kia",70830
Ford,Mustang,2005,Used,55064,Upstate Chevrolet,14989
Dodge,Journey,2014,Used,65037,Upstate Chevrolet,13900
Ford,Explorer,2013,Used,88458,Upstate Chevrolet,13989
Toyota,Camry,2019,Used,26736,Upstate Chevrolet,23703
Dodge,1500,2001,Used,54600,Upstate Chevrolet,28962
Lincoln,MKZ,2017,Used,118476,Upstate Chevrolet,14900
Geo,Tracker,1991,Used,48832,Upstate Chevrolet,17642
Dodge,Dakota,2011,Used,79983,Upstate Chevrolet,17989
Audi,Q7,2015,Used,167118,PA Auto Select,11990
Mercedes,Roadster,2006,Used,107864,PA Auto Select,10990
BMW,xD,2012,Used,46066,PA Auto Select,14990
Mercedes,4MATIC,2014,Used,130188,PA Auto Select,18990
BMW,xD,2012,Used,102734,PA Auto Select,18990
Kia,Soul,2016,Used,93825,PA Auto Select,9990
Mercedes,SLK32,2002,Used,33550,PA Auto Select,13990
Infiniti,QX60,2015,Used,129318,PA Auto Select,14990
Land Rover,Range Rover,2012,Used,126717,PA Auto Select,12990
Land Rover,Range Rover,2016,Used,148440,PA Auto Select,18990
Mercedes,GLC,2017,Used,116058,PA Auto Select,17990
Volvo,XC60,2019,Used,37307,PA Auto Select,33990
Land Rover,LR4,2016,Used,108698,PA Auto Select,18990
Audi,Q7,2017,Used,112186,PA Auto Select,22990
Ford,F-150,2022,Used,12734,Howell Motors Ford,46600
Ford,Bronco,2023,New,,Howell Motors Ford,63610
RAM,3500,2023,New,,Miracle Chrysler Dodge Jeep Ram,82345
Chevrolet,Trax,2024,New,,Larry H. Miller Chevrolet Murray,24640
Subaru,Impreza,2013,Used,38660,Blaise Alexander Chevrolet Buick GMC Truck of Mansfield,47988
Jeep,Wrangler,2023,New,,Blaise Alexander Chrysler Dodge Jeep Ram of Mansfield,64488
RAM,3500,2016,Used,65042,Blaise Alexander Chrysler Dodge Jeep Ram of Mansfield,43488
Dodge,Challenger,2018,Used,23822,Blaise Alexander Chrysler Dodge Jeep Ram of Mansfield,69088
Lincoln,Navigator,2018,Used,101920,Blaise Alexander Chrysler Dodge Jeep Ram of Mansfield,38988
Lexus,GX,2019,Used,32645,Jeff D'Ambrosio Chrysler Dodge Jeep Mitsubishi RAM Volkswagen,38800
Jeep,Wagoneer,2022,Certified,12823,Jeff D'Ambrosio Chrysler Dodge Jeep Mitsubishi RAM Volkswagen,63000
Chevrolet,Silverado,2013,Used,134864,Blaise Alexander Ford of Mansfield,16488
Ford,Expedition,2022,Used,36161,Hertz Car Sales Salt Lake City,48755
Subaru,WRX,2023,New,,Steve Moyer Subaru,39474
GMC,Sierra,2023,New,,"Pointe Buick GMC, LLC",58511
Nissan,Titan,2023,New,,Concordville Nissan,52624
Land Rover,Range Rover,2023,New,,Jaguar Land Rover West Chester,109325
Land Rover,Range Rover,2024,New,,Jaguar Land Rover West Chester,75945
Hyundai,Elantra,2023,New,,Piazza Hyundai of West Chester,31010
Acura,Integra,2023,New,,Piazza Acura of West Chester,34495
Acura,TLX,2023,New,,Piazza Acura of West Chester,57345
BMW,Coupe,2024,New,,BMW of West Chester (PA),64820
BMW,X3,2023,New,,BMW of West Chester (PA),54695
BMW,X3,2023,New,,BMW of West Chester (PA),56885
Subaru,Solterra,2023,Used,2007,Concordville Subaru,39950
Chevrolet,Silverado,2024,New,,Vito Rinaldi Chevrolet,79275
Honda,Civic,2019,Used,14531,Rinaldi Chrysler Dodge Jeep Ram,25000
Mazda,CX-5,2015,Used,86148,Rinaldi Chrysler Dodge Jeep Ram,14790
Toyota,Tundra,2023,New,,Mark Miller Toyota,67893
Ford,GT,2022,New,,Manderbach Ford,141823
Jeep,Gladiator,2023,New,,Outten Chrysler Jeep Dodge RAM Inc.,54275
Kia,Telluride,2023,New,,Outten Kia,55665
Kia,GT,2023,New,,Outten Kia,64105
Kia,Seltos,2024,New,,Outten Kia,32885
Mazda,CX-9,2020,Used,34604,Toyota of Batavia,32534
Ford,Explorer,2020,Used,31882,Toyota of Batavia,31531
Dodge,Viper,2017,Used,1079,Spirit Chrysler Dodge Jeep RAM,279900
RAM,1500,2022,New,,Spirit Chrysler Dodge Jeep RAM,59999
Jeep,Grand Cherokee,2021,Certified,20037,Spirit Chrysler Dodge Jeep RAM,39600
Toyota,Corolla,2014,Used,68065,Trend Auto Motors Inc,13500
Jeep,Wrangler,2023,New,,Videon Chrysler Dodge Jeep RAM,
Jeep,Wrangler,2023,New,,Videon Chrysler Dodge Jeep RAM,
Ford,Mustang,2024,New,,Paoli Ford,53281
Ford,Expedition,2023,New,,Paoli Ford,84160
Ford,Expedition,2023,New,,Paoli Ford,93535
Ford,F-150,2023,New,,Paoli Ford,88995
Chevrolet,Silverado,2024,New,,Videon Chevrolet of Phoenixville,56130
Mercedes,GLS 600,2023,Used,139,Mercedes-Benz of Farmington,189987
Hyundai,Palisade,2024,New,,Action Hyundai of Millville,46135
Toyota,Sienna,2023,New,,Sloane Toyota of Malvern,39614
Volvo,XC90,2023,New,,Keystone Volvo Cars Berwyn,60260
Volvo,S90,2020,Certified,35317,Keystone Volvo Cars Berwyn,35375
Volvo,XC60,2024,New,,Keystone Volvo Cars Berwyn,71940
Volvo,XC90,2023,New,,Keystone Volvo Cars Berwyn,61060
Hyundai,Elantra,2023,New,,Piazza Hyundai of Pottstown,30560
Acura,MDX,2023,New,,Acura of Limerick,65295
Audi,SQ7,2023,New,,Audi Devon,100855
Audi,Q8,2023,New,,Audi Devon,79245
Audi,SQ5,2023,New,,Audi Devon,70670
Mercedes,SL 55,2023,New,,Euro Motorcars Devon,153950
Mercedes,S-Class,2021,Certified,23539,Euro Motorcars Devon,88991
GMC,Sierra,2024,New,,Bob Johnson Chevrolet Buick GMC,95945
Chevrolet,Colorado,2023,New,,Reedman Toll Chevrolet of Springfield,37786
Chevrolet,Colorado,2023,New,,Reedman Toll Chevrolet of Springfield,40341
BMW,330 i,2023,New,,BMW of Devon,49400
Nissan,Rogue,2010,Used,108412,UA Auto Sales,6800
Ford,Taurus,2015,Used,101266,UA Auto Sales,13880
Acura,TL,2009,Used,124626,UA Auto Sales,9100
Nissan,Altima,2009,Used,126670,UA Auto Sales,5500
Jeep,Wagoneer,2023,New,,Kindle Chrysler Dodge Jeep RAM,82355
Lincoln,Nautilus,2023,New,,Kindle Ford,50970
Ford,EcoSport,2022,New,,Springfield Ford Inc,26303
Ford,Mustang,2021,Used,48262,Springfield Ford Inc,33995
Ford,EcoSport,2022,New,,Springfield Ford Inc,26303
Ford,Bronco,2023,New,,Keyser & Miller Ford,65010
Ford,F-250,2023,New,,Keyser & Miller Ford,89660
Ford,Bronco,2023,New,,Keyser & Miller Ford,66545
Ford,Bronco,2023,New,,Keyser & Miller Ford,106820
Ford,Transit,2023,New,,Keyser & Miller Ford,61825
Ford,Transit,2023,New,,Keyser & Miller Ford,60290
Dodge,Charger,2023,New,,Blaise Alexander Chrysler Dodge Jeep Ram of Greater Hazleton,43046
RAM,2500,2023,New,,Blaise Alexander Chrysler Dodge Jeep Ram of Greater Hazleton,82699
RAM,1500,2023,New,,Blaise Alexander Chrysler Dodge Jeep Ram of Greater Hazleton,54791
RAM,2500,2023,New,,Blaise Alexander Chrysler Dodge Jeep Ram of Greater Hazleton,82744
RAM,2500,2023,New,,Blaise Alexander Chrysler Dodge Jeep Ram of Greater Hazleton,45589
Volvo,V60,2023,New,,Wynn Volvo Cars Norristown,54530
Acura,MDX,2023,New,,Piazza Acura of Ardmore,73800
Nissan,Leaf S,2021,Used,20108,Pacifico Mazda,20899
Hyundai,Ioniq,2023,New,,Pacifico Hyundai,53920
Hyundai,Santa Fe,2023,New,,Pacifico Hyundai,46430
Toyota,Camry,2005,Used,140519,Pacifico Mazda,6499
Toyota,Sienna,2023,New,,Ardmore Toyota,56624
Toyota,Sienna,2023,New,,Ardmore Toyota,53014
Toyota,Sienna,2023,New,,Ardmore Toyota,55424
Toyota,Sienna,2023,New,,Ardmore Toyota,49645
Toyota,Sienna,2023,New,,Ardmore Toyota,57796
Toyota,Sienna,2023,New,,Ardmore Toyota,48904
Toyota,Corolla,2023,New,,Ardmore Toyota,29222
Ford,Transit,2022,Certified,16017,Pacifico Ford,44999
RAM,2500,2023,New,,Performance Dodge Inc,66320
Jeep,Gladiator,2023,New,,Pellegrino Chrysler Jeep,55592
Chevrolet,Camaro,1985,Used,25679,eBZZmotors.com,26989
Chevrolet,Corvette,1995,Used,57681,eBZZmotors.com,14989
Honda,Civic,2019,Used,30943,Conicelli Autoplex,22495
Hyundai,Palisade,2024,New,,Conicelli Autoplex,54319
Kia,Telluride,2024,New,,Lehighton Kia,52025
BMW,i7,2023,New,,BMW of the Main Line,131445
Toyota,Sienna,2023,New,,Toyota of Turnersville,46250
Toyota,Camry,2024,New,,Toyota of Turnersville,30447
Toyota,Sienna,2023,New,,Toyota of Turnersville,55393
Chevrolet,Colorado,2023,New,,Chevrolet/Cadillac of Turnersville,48690
Cadillac,Escalade,2023,New,,Chevrolet/Cadillac of Turnersville,101090
Audi,R8,2009,Used,41000,White Horse Automotive,65995
Nissan,Z,2023,New,,Ken Garff Nissan Riverdale,58205
Chrysler,300,2023,New,,Mt. Ephraim Chrysler Dodge RAM,50499
Audi,A4,2023,New,,Audi Allentown,49516
GMC,Sierra,2021,Used,46048,Bennett Maserati of Allentown,38950
Maserati,Levante,2023,New,,Bennett Maserati of Allentown,133491
GMC,Yukon,2023,New,,Bergey's Buick GMC,96860
GMC,Sierra,2024,New,,Bergey's Buick GMC,68186
Dodge,Challenger,2022,New,,Bergey's Chrysler Jeep Dodge RAM,57610
Dodge,Challenger,2022,New,,Bergey's Chrysler Jeep Dodge RAM,78705
Jeep,Gladiator,2022,New,,Bergey's Chrysler Jeep Dodge RAM,50075
Dodge,Durango,2022,New,,Bergey's Chrysler Jeep Dodge RAM,59375
Dodge,Challenger,2022,New,,Bergey's Chrysler Jeep Dodge RAM,90105
Dodge,Challenger,2022,New,,Bergey's Chrysler Jeep Dodge RAM,51825
Dodge,Challenger,2022,New,,Bergey's Chrysler Jeep Dodge RAM,44660
Ford,Explorer,2012,Used,203830,Park Avenue Autos,8495
Ford,Bronco,2023,New,,Lehighton Ford,98925
Ford,F-150,2023,New,,Lehighton Ford,57220
Ford,F-150,2023,New,,Lehighton Ford,69995
Ford,Bronco,2023,New,,Lehighton Ford,62915
Mercedes,GLS 580,2023,New,,Mercedes-Benz of Fort Washington,117360
BMW,X6,2018,Used,47083,Mercedes-Benz of Fort Washington,38948
GMC,Sierra,2023,New,,Kelly Buick GMC,57476
Dodge,Challenger,2023,New,,Kelly Chrysler Dodge Jeep RAM,93343
Hyundai,Elantra,2023,New,,Lehigh Valley Hyundai,26090
Chevrolet,Colorado,2023,New,,Scott Chevrolet Cadillac,44770
Ford,Maverick,2023,Used,7220,Winner Ford,38597
Ford,Bronco,2021,Used,28083,Winner Ford,27294
Ford,Bronco,2023,New,,Winner Ford,59095
Cadillac,CT6,2020,Used,27600,Winner Ford,46798
Ford,Explorer,2022,New,,Ciocca Ford of Souderton,53135
Toyota,Highlander,2023,New,,Bennett Toyota,41008
Toyota,Camry,2023,New,,Bennett Toyota,34851
Toyota,Camry,2023,New,,Bennett Toyota,33591
